,gen_loss,dis_loss,feature_loss,dis_acc
0,12.339959144592285,9.696078538894653,861.5158081054688,0.0
1,12.339959144592285,9.079141974449158,592.3296508789062,0.5
2,12.339959144592285,9.079441905021667,379.156982421875,0.5
3,12.339959144592285,9.079350471496582,231.07400512695312,0.5
4,12.339959144592285,9.079063415527344,311.7540283203125,0.5
5,12.339959144592285,9.07869005203247,134.21441650390625,0.5
6,12.339959144592285,9.078270077705383,184.0346221923828,0.5
7,12.339959144592285,9.077817440032959,199.1085968017578,0.5
8,12.339959144592285,9.077337503433228,166.82872009277344,0.5
9,12.339959144592285,9.076833963394165,125.26588439941406,0.5
10,12.339959144592285,9.076308846473694,106.34888458251953,0.5
11,12.339959144592285,9.07576322555542,111.99819946289062,0.5
12,12.339959144592285,9.075198888778687,125.61119079589844,0.5
13,12.339959144592285,9.074617505073547,118.78203582763672,0.5
14,12.339959144592285,9.074018836021423,129.87030029296875,0.5
15,12.339959144592285,9.073405265808105,106.91474151611328,0.5
16,12.339959144592285,9.072776556015015,109.3805923461914,0.5
17,12.339959144592285,9.072134017944336,102.40982818603516,0.5
18,12.339959144592285,9.071478486061096,64.76878356933594,0.5
19,12.339959144592285,9.070809841156006,73.02030181884766,0.5
20,12.339959144592285,9.070129752159119,97.66429138183594,0.5
21,12.339959144592285,9.069437623023987,107.94277954101562,0.5
22,12.339959144592285,9.068734884262085,111.68394470214844,0.5
23,12.339959144592285,9.068021535873413,95.14292907714844,0.5
24,12.339959144592285,9.067298173904419,75.198974609375,0.5
25,12.339959144592285,9.066564440727234,98.09310150146484,0.5
26,12.339959144592285,9.065822005271912,58.23918151855469,0.5
27,12.339959144592285,9.065070271492004,84.01566314697266,0.5
28,12.339959144592285,9.06430983543396,52.524471282958984,0.5
29,12.339959144592285,9.063541531562805,88.43563079833984,0.5
30,12.339959144592285,9.062764525413513,77.30433654785156,0.5
31,12.339959144592285,9.06197988986969,80.93292999267578,0.5
32,12.339959144592285,9.061187267303467,41.96018981933594,0.5
33,12.339959144592285,9.06038761138916,78.13905334472656,0.5
34,12.339959144592285,9.05958092212677,54.88676452636719,0.5
35,12.339959144592285,9.058767318725586,70.02289581298828,0.5
36,12.339959144592285,9.057946801185608,79.97638702392578,0.5
37,12.339959144592285,9.057120084762573,81.87458038330078,0.5
38,12.339959144592285,9.056287288665771,78.36070251464844,0.5
39,12.339959144592285,9.055447340011597,49.49920654296875,0.5
40,12.339959144592285,9.05460250377655,72.748046875,0.5
41,12.339959144592285,9.053751468658447,69.59314727783203,0.5
42,12.339959144592285,9.052894592285156,40.51362609863281,0.5
43,12.339959144592285,9.052032709121704,58.83915710449219,0.5
44,12.339959144592285,9.051164746284485,61.10582733154297,0.5
45,12.339959144592285,9.050291895866394,66.62628173828125,0.5
46,12.339959144592285,9.049414157867432,72.12548828125,0.5
47,12.339959144592285,9.048531293869019,57.15351104736328,0.5
48,12.339959144592285,9.047643423080444,68.63091278076172,0.5
49,12.339959144592285,9.046750783920288,54.04021072387695,0.5
50,12.339959144592285,9.045853853225708,76.40261840820312,0.5
51,12.339959144592285,9.044951796531677,66.66793823242188,0.5
52,12.339959144592285,9.044045686721802,49.65754699707031,0.5
53,12.339959144592285,9.043135404586792,54.87632751464844,0.5
54,12.339959144592285,9.0422203540802,56.184288024902344,0.5
55,12.339959144592285,9.041301727294922,56.70797348022461,0.5
56,12.339959144592285,9.040379166603088,35.83995819091797,0.5
57,12.339959144592285,9.039451718330383,43.78042984008789,0.5
58,12.339959144592285,9.038520812988281,57.72750473022461,0.5
59,12.339959144592285,9.037586331367493,61.12627410888672,0.5
60,12.339959144592285,9.036648273468018,57.28496551513672,0.5
61,12.339959144592285,9.035705804824829,57.29480743408203,0.5
62,12.339959144592285,9.034760475158691,39.86638641357422,0.5
63,12.339959144592285,9.03381097316742,44.04515838623047,0.5
64,12.339959144592285,9.032858729362488,44.1064338684082,0.5
65,12.339959144592285,9.031902551651001,55.422760009765625,0.5
66,12.339959144592285,9.030943393707275,42.99342346191406,0.5
67,12.339959144592285,9.029980421066284,53.15936279296875,0.5
