,accuracy,val_accuracy,loss,val_loss,psnr,val_psnr,ssim,val_ssim
0,0.32590803503990173,0.3215928077697754,0.03899659961462021,0.028329912573099136,14.439912796020508,15.497218132019043,0.07029741257429123,0.09946668893098831
1,0.3273228406906128,0.31914108991622925,0.025061773136258125,0.023169545456767082,16.048648834228516,16.368192672729492,0.11792958527803421,0.11569181084632874
2,0.3277272582054138,0.3202260434627533,0.02186792530119419,0.01870534010231495,16.63916015625,17.299236297607422,0.1323755383491516,0.1269812434911728
3,0.3283627927303314,0.3172047734260559,0.02021666429936886,0.015963196754455566,16.980989456176758,17.9930477142334,0.13967128098011017,0.13378691673278809
4,0.3286527693271637,0.31599318981170654,0.019378988072276115,0.01503928191959858,17.166236877441406,18.254316329956055,0.14312532544136047,0.1370776891708374
5,0.3288154602050781,0.31880974769592285,0.01885625347495079,0.014579597860574722,17.286279678344727,18.390016555786133,0.14524532854557037,0.13895368576049805
6,0.3289637863636017,0.3141288459300995,0.018463529646396637,0.014262639917433262,17.37868881225586,18.486188888549805,0.14692169427871704,0.14047256112098694
7,0.328808069229126,0.31375083327293396,0.018164487555623055,0.014062298461794853,17.450408935546875,18.54817008972168,0.14824484288692474,0.14156556129455566
8,0.32871946692466736,0.3204077482223511,0.01795387454330921,0.013941442593932152,17.501615524291992,18.586030960083008,0.1492140144109726,0.1421881467103958
9,0.3286189138889313,0.3209989666938782,0.017799995839595795,0.013879834674298763,17.53939437866211,18.605451583862305,0.14991851150989532,0.1422179639339447
10,0.32866370677948,0.32637396454811096,0.01769210956990719,0.013792382553219795,17.56603240966797,18.63311195373535,0.15041275322437286,0.14300115406513214
11,0.32882556319236755,0.32540151476860046,0.017605772241950035,0.013746014796197414,17.58746337890625,18.647886276245117,0.15080252289772034,0.14322061836719513
12,0.32896173000335693,0.32696810364723206,0.017530888319015503,0.01369308028370142,17.60608673095703,18.664766311645508,0.1511339694261551,0.14377953112125397
13,0.32913434505462646,0.32058244943618774,0.017459915950894356,0.013672766275703907,17.62375259399414,18.6711368560791,0.1514548808336258,0.1433984488248825
14,0.32920727133750916,0.31551602482795715,0.017389945685863495,0.013637963682413101,17.64124298095703,18.682024002075195,0.15175822377204895,0.143910214304924
15,0.3291252553462982,0.3148824870586395,0.017318205907940865,0.013604127801954746,17.65921974182129,18.692853927612305,0.15206368267536163,0.14382000267505646
16,0.3291833698749542,0.3147799074649811,0.017238812521100044,0.013544400222599506,17.679222106933594,18.712173461914062,0.15238095819950104,0.1445155143737793
17,0.32916244864463806,0.3130575120449066,0.017156848683953285,0.013486653566360474,17.699928283691406,18.730932235717773,0.15271449089050293,0.14501215517520905
18,0.32939982414245605,0.3147940933704376,0.01707586646080017,0.01342463493347168,17.720516204833984,18.75111961364746,0.15304651856422424,0.14535419642925262
19,0.3297034502029419,0.3189561069011688,0.01700196973979473,0.013379785232245922,17.739412307739258,18.765750885009766,0.1533547341823578,0.1459953337907791
20,0.33006083965301514,0.32156580686569214,0.016933105885982513,0.013355463743209839,17.757095336914062,18.773679733276367,0.15363647043704987,0.14646893739700317
21,0.3303200602531433,0.3258759081363678,0.0168718621134758,0.013327861204743385,17.7728271484375,18.782669067382812,0.15389612317085266,0.1468980759382248
22,0.33053863048553467,0.32762229442596436,0.0168145764619112,0.013305719941854477,17.787641525268555,18.789932250976562,0.1541319340467453,0.1473303735256195
23,0.3307526111602783,0.3263949453830719,0.016762517392635345,0.0133137172088027,17.801088333129883,18.78718376159668,0.15435250103473663,0.14757296442985535
24,0.3308941125869751,0.32645705342292786,0.016711534932255745,0.01329106092453003,17.814350128173828,18.794649124145508,0.15456028282642365,0.14781436324119568
25,0.330994576215744,0.3252227008342743,0.016666090115904808,0.013304559513926506,17.8261775970459,18.790082931518555,0.154754176735878,0.1481599360704422
